Student ID,Name,Age,Gender,Branch,Average GPA,Backlogs,Attendance (%),Clubs,Skills,Internship Done,Internship Domain,Placement Status,Placement Domain,CTC (LPA),Alumni Path,Sem1 GPA,Sem2 GPA,Sem3 GPA,Sem4 GPA,Sem5 GPA,Sem6 GPA,Sem7 GPA,Sem8 GPA
7b70c3b8-a81f-4ec3-a79c-658a36760ce5,Brian Bruce,18,Male,CSE,6.53,1,71.33,"Robotics, Cultural Club, Literary Society","SQL, Java, Machine Learning, Data Science",No,,Not Placed,,0,,6.03,5.12,7.46,5.65,5.28,8.27,7.77,6.67
b3730d4d-f6ab-4770-ad16-b038af865ed2,Rahul,19,Male,EEE,6.94,4,90.2,Cultural Club,"Python, Java",No,,Not Placed,,0,,7.58,7.15,6.52,6.67,7.21,6.84,5.66,7.91
cda21485-1c34-43c5-9cac-78855e1a164f,Pooja,22,Female,CSE,7.1,2,73.83,"Cultural Club, Robotics","Java, C++, Web Development, Machine Learning, Data Science",No,,Placed,Research,6.09,Higher Studies,6.73,6.02,6.56,7.38,7.76,6.08,7.87,8.36
063cbc2d-8cc0-42c5-9a57-3d62b1444e41,Neha,23,Female,ECE,6.8,3,93.37,"Robotics, Sports Club, Literary Society","Web Development, Machine Learning, Data Science",Yes,Higher Studies,Placed,Core Engineering,3.14,Research,6.74,6.88,6.21,7.18,6.75,7.11,6.84,6.65
9293f705-0815-4147-be00-980eae441e21,Ashley Smith,21,Female,CIVIL,7.41,0,84.97,Coding Club,"Java, Machine Learning, SQL, Data Science",No,,Placed,Higher Studies,17.1,Higher Studies,8.67,8.76,6.86,6.65,5.49,7,8.95,6.87
dc858b22-7331-473f-a1f7-033e4c5b8a94,Anil,21,Male,CIVIL,7.54,0,74.41,"Sports Club, Literary Society, Robotics","Web Development, Data Science",Yes,Research,Not Placed,,0,,5.92,6.78,9.13,8.06,7.21,7.55,8.02,7.68
8af09ec3-4b72-4a7c-8f1c-3fa070000009,Cheryl Lopez,23,Female,EEE,7.18,0,90.18,"Coding Club, Literary Society, Sports Club","Java, Machine Learning, C++, Web Development, SQL",Yes,Core Engineering,Placed,Software,15.27,Startup,7.11,8.74,7.59,7.84,5.95,7.35,6.96,5.87
181b4bbe-c1b5-4783-8cad-3601dc857fe5,Rahul,20,Male,IT,6.6,1,95.58,"Sports Club, Coding Club","Python, SQL",Yes,Hardware,Not Placed,,0,,6.84,5.23,6.21,7.66,6.03,5.69,7.65,7.46
7316ce64-2a14-4a96-9b0c-62eb27c8fc6c,Jason Herrera,23,Male,CIVIL,7.08,1,71.6,Entrepreneurship Cell,"Java, Data Science, Web Development, Machine Learning",Yes,Software,Placed,Consulting,3.25,Higher Studies,5.72,7.75,7.05,8.26,7.21,5.93,8.73,6.01
12767d13-f093-4776-9116-d014a5850828,Brittany Stevens,23,Female,ECE,6.97,1,69,"Entrepreneurship Cell, Coding Club","Data Science, SQL",Yes,Hardware,Placed,Higher Studies,7.62,Higher Studies,7.14,7.01,9.64,8.49,5.42,6.1,6.22,5.77
af0262de-3ce0-4247-8897-2011edf08056,Karan,21,Male,EEE,6.96,0,73.54,Coding Club,"SQL, Web Development",No,,Not Placed,,0,,5.83,6.62,6.53,7.8,7.07,9.55,4.99,7.31
0d7bec04-e6e5-4b32-ac5f-12ef8085c147,Robert Jarvis,19,Male,MECH,7.11,0,95.62,"Sports Club, Robotics, Entrepreneurship Cell","C++, Python, SQL, Java, Web Development",No,,Not Placed,,0,,5.81,6.4,7.7,8.29,6.95,5.96,8.05,7.7
88adb388-287e-4086-a854-027e56673e49,Mrs. Heather Edwards DVM,22,Female,EEE,7.44,1,84.13,Literary Society,"C++, SQL",Yes,Hardware,Not Placed,,0,,7.29,7.57,7.63,8.03,6.75,6.81,7.53,7.89
8351db35-c604-432a-814b-f2ac3cd9fcb1,Anil,21,Male,CIVIL,7.08,3,73.41,"Literary Society, Robotics, Sports Club","Web Development, Python, Java, SQL",No,,Placed,Hardware,4.14,Research,5.87,7.62,7.63,6.2,7.9,6.37,7.25,7.82
ef43613c-d4aa-49a3-bed8-c56cda09dfa0,Stephen Sanchez,19,Female,MECH,6.49,1,75.64,"Cultural Club, Entrepreneurship Cell, Coding Club","Machine Learning, Python, C++, SQL",No,,Placed,Software,11.52,Startup,5.46,5.81,7.06,5.39,6.45,7.81,7.45,6.47
5f06bc76-7b77-4e71-9917-38f80ad1c18c,Katherine Galloway,22,Male,CSE,6.96,4,93.75,Entrepreneurship Cell,"Java, Data Science",Yes,Consulting,Placed,Higher Studies,7.44,Job,6.69,7.26,6.2,6.2,6.77,7.29,6.8,8.47
a68bb2ad-96e2-40ff-b67b-49ef7af234b4,Meena,21,Female,CIVIL,7.18,0,72.84,"Literary Society, Entrepreneurship Cell, Sports Club","C++, SQL, Data Science, Java",Yes,Software,Placed,Core Engineering,10.13,Startup,10,5.45,6.86,5.76,6.75,9.48,6.18,6.98
b9787c4b-09aa-4570-9be9-50c7147d7bfc,William Mendez,18,Male,EEE,6.72,2,89.6,Cultural Club,"Web Development, SQL, Java",No,,Placed,Higher Studies,13.67,Higher Studies,7.34,7.74,7.56,4.97,6.54,6.03,6.69,6.89
47e2b379-9d2d-49cf-8236-d1049a51ec75,Anil,18,Male,EEE,7.01,0,62.79,Cultural Club,"Machine Learning, SQL, Python",Yes,Core Engineering,Not Placed,,0,,7.05,7.21,7.57,6.3,8.31,5.42,5.96,8.29
bb2002b8-5eb7-4429-a127-8e4440afaf18,Priya,23,Female,CSE,6.33,1,95.82,Cultural Club,"Java, Python, Web Development, SQL",No,,Placed,Core Engineering,17.73,Job,8.75,4.94,5.29,7.44,4.52,4.96,8.18,6.59
f7b217c7-ae92-4a71-8f7d-cb431679742f,Emma Reed,23,Female,EEE,6.99,0,67.38,"Cultural Club, Entrepreneurship Cell, Literary Society","Java, Data Science, Machine Learning, Web Development",Yes,Research,Not Placed,,0,,7.15,6.39,7.14,8.59,7.7,5.86,6.89,6.2
1f897ad6-3aa8-41d4-b8c0-eb54d60e8792,Meena,21,Female,CSE,6.48,1,70.83,"Cultural Club, Literary Society","C++, Web Development, Java, Machine Learning, Data Science",No,,Placed,Hardware,17.52,Startup,6.7,6.2,6.57,5.89,5.31,6.3,7.63,7.23
dd92dd7c-0db9-47a9-9e91-a71c7374ccbf,Adam Taylor,18,Female,ECE,7.42,4,62.4,"Cultural Club, Robotics, Coding Club","Data Science, Python, Java, Web Development",No,,Placed,Core Engineering,11.8,Higher Studies,8.05,7.57,6.32,7.01,7.73,7.06,8.25,7.4
082def90-49b7-459e-b730-d33d8df7beda,Rahul,23,Male,MECH,7.32,1,99.8,"Entrepreneurship Cell, Sports Club, Literary Society","Web Development, C++, Java",Yes,Higher Studies,Not Placed,,0,,7.28,8.57,6.83,5.69,8.09,7.18,7.95,6.96
39cc6bee-6f77-4c1a-ad91-ffd2735670a0,Vikram,21,Male,EEE,7.1,3,69.03,"Robotics, Entrepreneurship Cell","Python, Java, SQL",No,,Not Placed,,0,,7.15,7.1,7.44,7.84,7.39,7.45,5.42,7.05
47eb340d-c74e-48ff-8f89-569de550d736,William Moreno,23,Male,IT,6.49,0,86.2,Robotics,"Data Science, Web Development, Java",Yes,Consulting,Placed,Hardware,7.82,Higher Studies,5.41,6.34,6.1,7.81,7.12,5.71,7.88,5.57
439e754c-6930-46ea-a0bd-a1ee5807cf74,John Lynch,23,Female,EEE,6.71,0,84.81,"Robotics, Coding Club","Web Development, Machine Learning, SQL, Java",No,,Placed,Consulting,8,Job,6.17,7.96,7.12,5.49,7.45,6.07,6.23,7.2
749d90cd-4885-4ae3-8d61-a09d27f92323,Divya,20,Female,MECH,7.14,3,85.39,"Coding Club, Entrepreneurship Cell, Robotics","Java, Data Science, C++, Web Development",No,,Not Placed,,0,,6.67,6.6,6.04,7.42,9.06,5.93,7.02,8.41
00ea96fb-5847-46e9-8dd6-4c47d132987c,Meena,22,Female,MECH,7.66,2,62.5,"Sports Club, Robotics, Literary Society","Machine Learning, Java, SQL, Data Science, C++",Yes,Research,Placed,Hardware,9.53,Job,7.17,7.44,6.43,8.99,7.58,8.3,8.07,7.33
35ce8841-4973-4d6c-8dca-bfb7001a9a8b,Kevin Pena,22,Male,EEE,7.78,0,95.15,"Literary Society, Sports Club, Cultural Club","Data Science, Machine Learning, Python, Web Development, SQL",No,,Placed,Higher Studies,16.56,Job,6.98,8.19,9.53,6.47,6.51,8.04,7.68,8.85
30b13a35-5db3-4517-a4f0-3cc6cc509e17,Arjun,21,Male,IT,7.62,1,95.6,"Coding Club, Literary Society, Sports Club","Data Science, SQL, Python, Machine Learning",Yes,Consulting,Placed,Research,4.43,Higher Studies,7.07,7.72,7.76,8.46,6.17,7.7,6.97,9.11
0f1259e0-a18f-46b6-b535-106e122c9a56,Taylor Heath,18,Female,CSE,7.31,1,83.37,"Cultural Club, Literary Society","Web Development, Machine Learning, C++, Python, SQL",No,,Placed,Research,18.32,Startup,7.22,7.01,7.1,6.23,7.02,7.5,8.45,7.96
6be48d2b-560a-4f88-8d64-f0912a0574f9,Siddharth,23,Male,IT,7.39,0,76.12,"Literary Society, Sports Club, Cultural Club","C++, Java, Machine Learning, Python",No,,Placed,Software,14.04,Research,6.58,5.87,7.22,7.77,7.68,6.86,9,8.14
d9ae500a-a7cd-4c5f-8172-c0f02c65976e,Anil,20,Male,IT,6.52,0,60.28,Robotics,"Web Development, Python, Machine Learning, Java, SQL",No,,Not Placed,,0,,5.96,7.67,6.2,6.05,5.56,6.52,6.92,7.24
785e80e1-d4f3-41e5-902a-0b7293f4b44e,Divya,21,Female,EEE,7.02,0,77.13,"Entrepreneurship Cell, Literary Society","Java, Data Science, C++, Web Development, Python",Yes,Higher Studies,Not Placed,,0,,8.66,6.26,6.89,6.51,8.59,6.57,6.27,6.42
b0b39015-3510-4852-b474-634949fc2cd8,Emily Bailey,19,Female,CSE,7.2,1,70.6,"Entrepreneurship Cell, Robotics","Machine Learning, Python, Web Development, Java",Yes,Higher Studies,Placed,Hardware,14.84,Higher Studies,7.82,7.68,7.16,5.17,7.68,7.5,7.41,7.2
2051acef-097a-4e10-b6fe-bc0e7ecddbaf,Leslie Kane,22,Female,EEE,7.23,1,74.76,"Robotics, Sports Club","SQL, Machine Learning, Web Development",No,,Placed,Higher Studies,5.06,Higher Studies,7.77,8.53,7.92,6.46,7.14,6.39,6.29,7.34
fbe94499-dbc0-40fd-86fb-7bf300b9d4a3,Carlos King,20,Male,ECE,6.87,1,89.07,"Literary Society, Sports Club, Cultural Club","Python, Web Development",No,,Placed,Hardware,16.16,Startup,6.57,7.09,5.62,8.39,7.68,6.63,6.1,6.91
a25033b5-5fc3-499d-a786-9a7b72ee6ba8,Neha,22,Female,EEE,7.44,1,84.13,Literary Society,"C++, SQL",Yes,Hardware,Not Placed,,0,,7.29,7.57,7.63,8.03,6.75,6.81,7.53,7.89
4a67026c-3d0d-4b60-8fdf-a31a983a07f3,Ravi,18,Male,CIVIL,7.04,5,70.1,"Cultural Club, Robotics","SQL, Python, Java, Machine Learning",Yes,Research,Placed,Hardware,4.94,Research,7.52,7.33,5.48,7.48,7.69,6.66,8.04,6.15
1156ccdb-8743-434f-899e-340860e5c527,Amit,22,Male,MECH,7.32,1,68.08,"Literary Society, Entrepreneurship Cell, Coding Club","Machine Learning, Data Science, Python, C++, Java",Yes,Hardware,Not Placed,,0,,7.56,8.16,6.65,8.44,5.28,8.08,8.15,6.23
c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,Jose Ramirez,18,Female,ECE,7.06,0,78.54,"Coding Club, Cultural Club","Python, Web Development",No,,Placed,Consulting,18.09,Job,8.03,7.68,6.61,7.32,8.26,6.8,6.69,5.11
bcacc8fa-fc94-4228-9098-363625832b83,Arjun,23,Male,EEE,6.76,0,79.06,"Coding Club, Entrepreneurship Cell, Sports Club","Machine Learning, C++, Web Development, SQL, Python",No,,Placed,Core Engineering,8.41,Higher Studies,6.46,5.65,5.87,6.94,6.93,7.33,6.91,7.98
683f0025-03ef-4927-bdc0-e964becfe931,Arjun,22,Male,CSE,7.4,0,79.41,Entrepreneurship Cell,"C++, SQL, Web Development, Machine Learning, Data Science",Yes,Higher Studies,Placed,Software,9.34,Research,7.33,7.51,6.87,7.34,9.12,8.55,6.05,6.4
2fd19b95-c27f-43b8-9dce-59ad598223f2,Divya,21,Female,CIVIL,6.93,1,76.28,"Robotics, Entrepreneurship Cell","Machine Learning, Python, Web Development, Data Science, SQL",No,,Not Placed,,0,,7.58,8.2,6.19,7.39,7.73,6.33,6.79,5.25
fb95d0fc-ad72-4d05-924c-de09ccea5031,Barbara Todd,19,Female,MECH,6.84,2,85.51,"Entrepreneurship Cell, Robotics","Java, Web Development, Machine Learning, C++",No,,Placed,Software,11.6,Research,5.88,4.67,8.25,5.53,7.62,8.18,7.38,7.23
905f9096-2996-46e2-8c9d-690713b22cec,Ruben Price,21,Female,EEE,7.14,1,61.1,"Cultural Club, Entrepreneurship Cell, Sports Club","Data Science, Web Development, C++, Java, Machine Learning",Yes,Core Engineering,Not Placed,,0,,6.34,7.34,7.11,8.18,7.38,6.98,6.46,7.34
7d6429dd-9625-422e-b9c8-6e3165abd646,Anil,18,Male,ECE,7.06,0,78.54,"Coding Club, Cultural Club","Python, Web Development",No,,Placed,Consulting,18.09,Job,8.03,7.68,6.61,7.32,8.26,6.8,6.69,5.11
dfa4bb9f-5a85-4750-a92a-c1391f4a8ca1,Nicole Parrish,21,Male,IT,7.62,1,95.6,"Coding Club, Literary Society, Sports Club","Data Science, SQL, Python, Machine Learning",Yes,Consulting,Placed,Research,4.43,Higher Studies,7.07,7.72,7.76,8.46,6.17,7.7,6.97,9.11
3c103b7d-73af-48bb-bc9e-7f9daf8d4076,Sonal,21,Female,ECE,6.75,0,84.72,Cultural Club,"C++, SQL, Data Science, Web Development",No,,Placed,Hardware,10.82,Startup,5.33,6.19,5.95,5.9,7.34,7.59,8.07,7.61
f6b97af4-4b85-4301-89b1-00d1635e3516,Rakhi,21,Female,CSE,6.9,3,76.78,"Sports Club, Literary Society, Robotics","Machine Learning, Python",Yes,Software,Placed,Higher Studies,7.21,Higher Studies,5.8,6.67,6.53,6.35,8.77,7.4,5.74,7.92
7233d5af-9813-4da1-bd21-20ad5f59fb4d,Seth Matthews,18,Female,IT,7.31,1,90.39,Entrepreneurship Cell,"SQL, Machine Learning, Web Development",Yes,Consulting,Not Placed,,0,,7.97,8.6,5.52,6.33,7.52,6.11,8.36,8.06
5e9ca06c-8409-4db4-ae3e-f4b2e7e139a3,Karan,23,Male,IT,6.92,0,73.01,"Coding Club, Literary Society, Cultural Club","Python, SQL",Yes,Software,Not Placed,,0,,6.27,5.98,5.97,6.25,8.22,7.82,6.75,8.13
041c8596-55fb-4b47-9e0e-7c2477bf3c5b,Siddharth,19,Male,ECE,6.84,2,88.38,Entrepreneurship Cell,"Web Development, Machine Learning",No,,Placed,Hardware,7.62,Startup,5.09,8.32,7.07,6.59,6.91,6.96,5.27,8.49
26286bfb-e767-4cea-b0e6-a969e21342b0,Sandra Aguilar,23,Male,CSE,7.29,1,73.37,"Cultural Club, Sports Club, Literary Society","C++, Java, Python, Data Science, Web Development",Yes,Software,Not Placed,,0,,7.3,8.17,8.04,6,9.43,8.95,6.44,4
ad973b67-9b89-45cb-9942-644c248d31ec,Amanda Jones,21,Male,CIVIL,6.97,1,89.22,Coding Club,"Web Development, Machine Learning, SQL, Java",Yes,Hardware,Placed,Hardware,5.3,Job,6.02,7,6.86,8.06,8.51,8.48,4.74,6.06
80a12241-faed-4808-b95d-bab40df86e3a,Neha,21,Female,CIVIL,7.54,0,74.41,"Sports Club, Literary Society, Robotics","Web Development, Data Science",Yes,Research,Not Placed,,0,,5.92,6.78,9.13,8.06,7.21,7.55,8.02,7.68
afd5dea5-89d7-4d6c-8e77-7f00ecf27e76,Natalie Lambert,22,Female,MECH,6.62,0,98.26,"Sports Club, Robotics","Machine Learning, Java, SQL, Web Development, C++",Yes,Software,Not Placed,,0,,5.14,6.7,7.45,7.74,5.41,7.64,6.75,6.12
fd08b32c-62d6-4e93-a198-5d54cfb87e6f,Samantha Pollard,22,Female,IT,7.11,2,75.59,"Literary Society, Robotics, Coding Club","Java, Machine Learning, Web Development, SQL, Python",Yes,Software,Placed,Hardware,15.41,Job,7.85,6.42,8.04,7.09,6.56,7.07,6.71,7.11
3b329b00-258e-4e1a-84ba-58984b6d67f3,Rahul,23,Male,EEE,6.71,0,84.81,"Robotics, Coding Club","Web Development, Machine Learning, SQL, Java",No,,Placed,Consulting,8,Job,6.17,7.96,7.12,5.49,7.45,6.07,6.23,7.2
df2afef7-8eb0-48a9-bbbc-f57543844e64,Rakhi,20,Female,ECE,7.27,1,66.62,Cultural Club,"Data Science, Web Development",Yes,Software,Not Placed,,0,,6.1,7.57,8.49,7.72,7.92,6.48,5.4,8.49
8377eaac-9dbf-416f-89f7-28d5764890a9,Vikram,23,Male,CIVIL,7.28,1,61.4,"Cultural Club, Robotics, Coding Club","Web Development, Machine Learning, SQL, Python",No,,Placed,Consulting,9.97,Research,6.18,7.9,8.32,6.91,6.19,6.41,7.36,8.96
fb3f4492-66f0-4436-a279-3448d8d42fa5,Siddharth,22,Male,MECH,7.4,3,69.89,"Literary Society, Coding Club","Java, SQL",No,,Placed,Higher Studies,19.93,Higher Studies,8.25,7.87,8.91,6.52,8.4,5.83,6.89,6.53
0c53644b-0053-4649-b86d-066b1ba827c6,Nicholas Costa,22,Female,EEE,6.77,0,68.27,"Coding Club, Sports Club, Entrepreneurship Cell","C++, SQL, Machine Learning",No,,Placed,Research,14.12,Startup,6.24,6.61,7.38,5.69,6.6,6.96,5.9,8.8
46426c45-8d03-417a-b4d3-75c1a29319fa,Eric Ferguson,18,Female,MECH,7.61,0,70.75,"Robotics, Cultural Club, Sports Club","Data Science, Java, Web Development, SQL",Yes,Hardware,Placed,Higher Studies,6.38,Higher Studies,7.94,7.18,8.25,7.39,8.56,6.56,7.14,7.83
d9f195d0-1482-4f53-8201-0c62f5f59b22,Kurt Leonard,18,Female,CSE,6.57,1,69.01,"Cultural Club, Sports Club","Data Science, SQL, Java",Yes,Core Engineering,Placed,Software,9.21,Research,4.99,8.07,7.71,6.71,5.58,7.6,4.92,6.98
39bb3c30-f713-44dd-8203-d92bd3358121,Rahul,23,Male,EEE,6.84,1,89.24,"Coding Club, Sports Club, Literary Society","Machine Learning, Web Development, C++, SQL, Java",No,,Not Placed,,0,,6.18,7.01,8.05,5.7,6.2,6.05,7.33,8.24
344cc4d9-71f3-4286-8270-1fdbacaa7941,Rahul,20,Male,EEE,7.16,1,77.43,"Literary Society, Sports Club, Robotics","Python, SQL, Machine Learning, Java, Data Science",Yes,Hardware,Placed,Software,12.45,Research,7.57,5.84,6.9,8.2,6.13,7.83,6.67,8.16
152aeaec-2bdf-4b41-b3ed-a8f1026b5383,Mr. Richard Knight PhD,19,Male,CSE,7.01,0,77.89,Coding Club,"Java, Python, Web Development, SQL, C++",No,,Not Placed,,0,,6.12,6.48,5.11,6.61,6.95,6.86,9.15,8.83
a981fa54-f121-4129-b45c-9a545fa3a531,Brian Turner,19,Female,IT,7.04,0,96.13,"Literary Society, Cultural Club, Sports Club","SQL, Web Development, Machine Learning, Data Science",No,,Not Placed,,0,,7.31,7.81,7.31,5.97,6.46,6.37,7.54,7.56
8dedf9fb-4bb0-4f20-b27c-40266703b636,Jason Bentley,18,Female,MECH,7.15,1,65.18,"Entrepreneurship Cell, Robotics, Sports Club","Java, Machine Learning",No,,Placed,Core Engineering,18.11,Job,7.34,6.62,6.29,6.3,9.36,7.94,6.16,7.16
b43051c9-c216-4d54-8602-64b4ead9767d,Amit,22,Male,CSE,7.22,0,60.26,"Literary Society, Robotics","Web Development, Python",Yes,Hardware,Not Placed,,0,,7.69,8.47,5.89,6.96,6.47,5.43,7.35,9.51
b59c9eb1-aa09-4614-af9e-a43802bf5ea2,Meena,21,Female,MECH,6.99,0,70.45,"Literary Society, Robotics","C++, Machine Learning, Python, Java",Yes,Consulting,Not Placed,,0,,8.34,5.24,6.06,7.81,7.18,7.04,8.26,5.99
3ae0acdb-2a65-44af-b09d-338b23936d45,Mason Lewis,18,Male,CSE,7.04,1,76.4,"Literary Society, Entrepreneurship Cell, Sports Club","Web Development, Data Science, Python, Java",No,,Not Placed,,0,,6.78,8.72,7.19,5.54,7.1,7.52,6.87,6.59
ea6ef388-64f4-4a1a-8441-6766966011eb,Rahul,18,Male,IT,7.06,1,87.66,"Literary Society, Sports Club, Cultural Club","Java, Machine Learning, C++, Data Science",No,,Placed,Consulting,3.81,Higher Studies,6.86,6.52,6.26,5.53,8.8,7.17,6.56,8.82
cd3dc395-f5f9-4d10-9eb9-5d082878e57b,Ramya,18,Female,ECE,7.01,1,77.85,"Sports Club, Entrepreneurship Cell, Coding Club","Data Science, Web Development, Machine Learning",No,,Placed,Software,15.36,Higher Studies,7.15,6.66,6.98,6.89,8.22,5.92,6.24,8.04
e30bd1af-9345-43f4-b29b-3c008d4d938d,Anil,18,Male,CSE,7.19,0,76.12,"Coding Club, Literary Society, Sports Club","Machine Learning, Data Science, Python, SQL, C++",Yes,Consulting,Not Placed,,0,,7.08,6.9,7.92,6.71,7.27,7.32,6.33,7.99
f1f71605-a79e-4626-b707-ac0e0d96feb3,James Nelson,19,Male,ECE,7.36,0,76.18,"Robotics, Cultural Club, Literary Society","Web Development, Java, C++, Machine Learning, Data Science",Yes,Higher Studies,Not Placed,,0,,6.99,6.17,7.9,6.66,7.37,7.7,8.26,7.84
5f987c71-a65e-488e-abf3-ad39fec21bbe,Joseph Martinez,19,Male,ECE,7.12,0,88.33,Robotics,"Python, Java, C++, SQL, Machine Learning",Yes,Consulting,Placed,Higher Studies,11.19,Job,5.42,7.08,8.06,7.24,6.68,7.46,7.19,7.83
b41eedde-bbb0-4e44-92ad-bb7281df4d96,Neha,21,Female,IT,7.14,0,67.17,"Robotics, Cultural Club","Data Science, Machine Learning",No,,Not Placed,,0,,8.23,7.46,7.25,7.81,6.74,6.23,6.4,7
a9220eb6-9ce0-48d7-b69c-905db7e5f673,Rakhi,20,Female,EEE,7.55,0,66.09,Robotics,"Web Development, Python, SQL",Yes,Higher Studies,Placed,Core Engineering,18.29,Higher Studies,7.59,8.99,7.36,7.77,8.26,7.18,5.45,7.79
03e630d2-3884-49b4-995d-b20d72164000,Arjun,23,Male,ECE,6.97,1,69,"Entrepreneurship Cell, Coding Club","Data Science, SQL",Yes,Hardware,Placed,Higher Studies,7.62,Higher Studies,7.14,7.01,9.64,8.49,5.42,6.1,6.22,5.77
8ce377d7-60f1-4528-a8ef-2f46f323123e,Randy Barr,19,Male,CIVIL,7.08,0,84.79,Literary Society,"Data Science, SQL, Machine Learning",Yes,Research,Not Placed,,0,,5.79,8.82,7.03,6.92,7.67,6.01,7.75,6.62
fa0cb48b-2039-41a5-8c72-a5ed82ef8233,Rakesh,22,Male,MECH,6.94,1,89.83,"Coding Club, Robotics, Literary Society","C++, Java, Python, Data Science, Web Development",Yes,Core Engineering,Not Placed,,0,,7.08,6.92,7.52,7.27,7.26,5.98,5.31,8.14
a505da9c-46e7-4a2c-bf6e-ed9d23cbe943,Juan Greene,20,Female,IT,7.1,0,94.71,Entrepreneurship Cell,"C++, SQL, Data Science, Machine Learning, Python",Yes,Consulting,Placed,Core Engineering,6.95,Research,6.83,8.83,5.91,6.69,8.5,6.68,6.06,7.26
6e279f9f-4dd8-4ae6-b580-c9ffd81b2901,Vikram,23,Male,ECE,7.33,0,62.65,"Sports Club, Cultural Club","Web Development, C++, SQL",Yes,Higher Studies,Placed,Research,6.67,Research,7.34,9.51,6.68,7.14,7.85,6.43,8.27,5.42
e3ed7353-23f4-4531-9628-4730d44271c1,Priya,20,Female,EEE,6.67,1,67.03,"Coding Club, Robotics","Data Science, C++",No,,Placed,Research,5.46,Startup,6.47,8.13,6.41,9.06,5.36,6.04,6.84,5.02
9e3ef1a6-02fc-4449-a079-12e1e31ffb8c,Ramya,21,Female,EEE,6.99,0,79.66,"Entrepreneurship Cell, Literary Society, Coding Club","Web Development, C++, Java, Python",Yes,Core Engineering,Not Placed,,0,,7.16,6.61,6.48,6.96,6.09,7.03,6.95,8.64
2ba57ebf-cf61-4798-97ea-58751b9b40c4,Arjun,19,Male,CSE,7.2,1,70.6,"Entrepreneurship Cell, Robotics","Machine Learning, Python, Web Development, Java",Yes,Higher Studies,Placed,Hardware,14.84,Higher Studies,7.82,7.68,7.16,5.17,7.68,7.5,7.41,7.2
7a0ecfea-958c-49ba-8cd6-20c20ea2622b,Sarah Moore,19,Female,CIVIL,6.52,1,83.37,"Coding Club, Literary Society, Sports Club","Python, C++, Web Development, SQL, Java",Yes,Core Engineering,Placed,Consulting,15.53,Research,8.19,7.22,7.08,6.12,6.3,5.81,4.82,6.61
ec619485-aa64-408d-92e3-191267b3d5d4,Pooja,23,Female,CIVIL,7.19,2,66.73,"Entrepreneurship Cell, Coding Club","Data Science, C++, Java, Python",No,,Not Placed,,0,,8.03,7.87,5.86,7.82,6.94,7.07,7.07,6.85
9e11d2cd-0930-4ef6-8a80-068ddf547e50,Mark Mccall,19,Male,ECE,6.54,2,80.69,"Cultural Club, Literary Society, Entrepreneurship Cell","Python, Machine Learning, Web Development",Yes,Hardware,Placed,Higher Studies,9.44,Higher Studies,6.73,6.93,7.58,4.61,5.73,7.04,6.6,7.13
36ee1640-723e-4466-b43b-d27f42a259a6,Donna Hendricks DDS,22,Female,IT,6.96,1,92.82,"Entrepreneurship Cell, Cultural Club, Sports Club","Data Science, C++, SQL, Web Development, Python",No,,Not Placed,,0,,8.99,6.17,6.45,6.85,7.84,7.21,5.71,6.47
d90949aa-9bdd-4d7a-ad53-628b49851b79,Joseph Carney,18,Male,MECH,7.35,2,87.31,"Literary Society, Robotics, Entrepreneurship Cell","SQL, Web Development",No,,Not Placed,,0,,6.58,6.73,6.27,8.1,7.31,7.32,8.22,8.23
25f88c74-53ea-4919-9b48-62c2d5ff2a1f,David Kelly,21,Female,MECH,6.37,0,71.69,"Literary Society, Robotics","C++, Web Development, Python, SQL, Machine Learning",Yes,Higher Studies,Placed,Consulting,16.79,Job,5.52,5.23,5.3,6.11,7.7,7.76,6.39,6.97
0a7c0fb2-cb7a-49e5-8ba4-06b292faceaf,Karan,23,Male,MECH,7.23,1,60.58,Robotics,"Java, C++, Python, Web Development, Machine Learning",No,,Placed,Consulting,5.03,Higher Studies,6.64,7.19,6.97,8.33,7.32,8.1,7.61,5.68
0f9ca17b-8db8-4adf-ba3e-46b096f84ff7,Sabrina Barnes,19,Female,CSE,6.94,0,92.43,"Coding Club, Sports Club","Web Development, SQL, C++, Data Science, Python",Yes,Higher Studies,Not Placed,,0,,5.04,5.52,7,6.46,8.99,8.83,6.13,7.56
71bf6198-aea6-4e82-82af-3dcd82336b07,Priya,22,Female,CIVIL,6.83,1,84.05,Coding Club,"C++, Data Science, Web Development, Machine Learning",No,,Placed,Hardware,12.56,Higher Studies,8.73,7.67,6.75,6.76,4.78,6.15,6.65,7.18
8c8181b4-fe8b-4ccb-bd75-a5f3eeafca83,Joshua Roberts,22,Female,CIVIL,7.49,0,79.3,Robotics,"Python, Web Development, Java",Yes,Consulting,Not Placed,,0,,6.9,7.05,8.63,6.27,7.68,6.37,8.2,8.79
4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,Michelle Miller,19,Female,CSE,6.05,1,68.62,Entrepreneurship Cell,"Web Development, Data Science",No,,Placed,Consulting,6.76,Job,7.05,4.78,6.82,7,4.58,7.02,5.99,5.16
